,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
10,84.0,318.95591702602394,1.0,0.3978933950568139,64.65708015594706,1.5,0.697015359896962,148.6207986930711,1.5,0.3474689403842902,256.683046750406,1.0,0.9344671200886344,157.0204786090636,1.0,0.26377549450168314,3.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,Policy 0,dikesnet
11,37.0,258.96712130332713,1.0,0.11547758594779729,213.96507557625267,1.0,0.19139759427892825,204.270220925366,1.0,0.9212548351994986,194.85540374020724,1.5,0.09699201656565926,145.83401101567364,1.0,0.376819369157439,4.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,Policy 0,dikesnet
12,41.0,121.82277554411027,1.0,0.6364972357608822,41.01389882291858,1.0,0.8395647626855346,346.4295708343456,10,0.14440944079483736,127.15191656690831,1.5,0.7513021116398729,179.51461654480124,1.5,0.46036339558321554,4.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,Policy 0,dikesnet
13,30.0,282.86876217110216,1.0,0.11114367606259463,275.3866216721648,1.5,0.6046943571969908,112.34286789529492,1.0,0.17553709640020887,202.0291735118926,1.0,0.5707840220485964,329.53262713077885,1.0,0.9787110402004099,2.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,Policy 0,dikesnet
14,27.0,343.3041582772989,1.0,0.5827719927627397,76.48180983495888,1.5,0.7163768025297778,310.60289255015334,1.0,0.18869590282248191,250.92976021847775,1.5,0.03148245072068269,198.29234672019726,1.5,0.649724141527479,3.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,Policy 0,dikesnet
15,26.0,294.02933342225015,10,0.8067051531880587,136.41773293788555,1.5,0.35846955690255283,91.39386809684223,1.5,0.9491278166079447,223.7712064192848,1.5,0.5740508852568486,184.11620133301358,1.5,0.801520772860486,4.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,Policy 0,dikesnet
16,2.0,127.0509294730782,1.0,0.07968746869415129,152.97766671686782,10,0.13696276202958835,184.7053569893436,1.5,0.11894253613903663,284.743123260787,1.0,0.15427392269466675,344.8137601277486,1.5,0.42393034981719735,3.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,Policy 0,dikesnet
17,77.0,265.4151152979933,1.5,0.3356923393410074,65.87360267961255,1.0,0.1778492770421868,178.91768445467247,1.5,0.784531803015696,310.79040264359304,10,0.41956718358740885,83.00697526463287,10,0.419518837924091,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,Policy 0,dikesnet
18,77.0,95.37781646997507,1.5,0.5544607506156579,317.90531191914386,1.0,0.039816863405377455,206.90710415426676,10,0.8912422220436584,205.72007886242085,1.5,0.8061299193857662,64.97689057036861,1.5,0.5975982224098395,1.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,Policy 0,dikesnet
19,62.0,185.88579809593875,10,0.18411539283792638,334.8091962436988,1.0,0.7690470717350953,152.5022748257319,1.0,0.24602589356353602,279.83346239975305,10,0.3966341910185452,228.19622934512108,1.5,0.5583124922703961,4.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,Policy 0,dikesnet
20,44.0,97.08258832550297,1.0,0.9707840361798209,198.1470383504818,1.0,0.32565523244767663,118.33376660756753,1.0,0.5466068462776892,148.98931365657324,10,0.7533633500647535,338.0008095057045,1.0,0.04613764566349286,1.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,Policy 0,dikesnet
21,128.0,205.09563376245177,1.0,0.9131682006693919,36.47248993229572,1.5,0.17068827497220665,110.46910232616219,1.0,0.5206841284468469,171.27024920298228,1.5,0.915259708933307,193.7975344171153,1.0,0.6650168161976588,1.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,Policy 0,dikesnet
22,58.0,286.887468103949,10,0.5756187917005932,178.5902738631725,10,0.2624849983471996,71.29751761201572,1.5,0.493603611137185,328.64440282853207,10,0.1484925084547534,60.293876012653925,10,0.5000898753715151,1.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,Policy 0,dikesnet
23,11.0,37.56599870927102,10,0.48869674330052587,70.85273029271995,10,0.559484373017299,309.3211895647869,10,0.7174311095288803,154.41554300216416,1.5,0.46670058239394047,275.6709711307512,1.5,0.7060495156171599,4.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,Policy 0,dikesnet
24,49.0,52.71869690583115,1.5,0.545604787525402,235.04268390498294,10,0.5154591596978128,338.5670963680535,1.0,0.6729985083290677,313.3162033987945,10,0.7875964950052601,104.05338173626566,1.0,0.8417514182103996,4.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,Policy 0,dikesnet
25,96.0,266.0062550330284,1.0,0.47392718316379984,65.37604543773213,1.5,0.8518638105322015,107.71861542196791,1.5,0.2850553672448835,76.60558553576786,1.0,0.6015318957108567,276.168951894457,1.5,0.07760511140340985,2.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,Policy 0,dikesnet
26,22.0,202.56559212452217,10,0.04566980227835436,160.11652810497523,1.5,0.18300946966962534,302.14558130195053,1.0,0.3880518281233502,285.51696056621506,1.5,0.09247810124883163,156.15177899280553,1.0,0.22552869318930235,3.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,Policy 0,dikesnet
27,91.0,190.43407304938665,1.5,0.28482552740465894,172.4870228988211,1.0,0.32802624011975806,166.04245524066332,1.0,0.7639786894901028,30.012972829699425,1.5,0.48629865934370603,48.573009221085,1.0,0.9354091324727217,1.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,Policy 0,dikesnet
28,69.0,179.40611744193777,10,0.017857825155929877,46.77513063547693,1.5,0.6628432748654236,266.3788501148754,1.5,0.012121196859265649,85.03791320065929,10,0.594283031387575,194.98153041049613,1.0,0.45655342324622583,3.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,Policy 0,dikesnet
29,83.0,333.9837710166474,1.5,0.01179084504832558,269.1891557913126,1.0,0.290161563566211,106.31557382805981,1.5,0.45468906305486656,105.10177089595513,10,0.30990892011676346,53.355269811613795,1.0,0.44727272348713176,2.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,Policy 0,dikesnet
30,95.0,40.27483786876647,1.0,0.8877612899022937,133.81929249619458,10,0.3711188145640755,225.02859302923406,10,0.8016771470298628,135.75200224032017,10,0.2883075143944661,222.90556040015358,1.0,0.6674144635633944,1.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,Policy 0,dikesnet
31,82.0,237.15332145450947,10,0.1487948525663827,328.3970464905602,1.5,0.04018420618287733,205.33924370246208,1.0,0.18423253531964565,176.02136895822395,10,0.7030729671195007,93.62149713329103,1.5,0.8472107734961013,1.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,Policy 0,dikesnet
32,79.0,170.4286967816991,10,0.2414636894259023,206.97870064122444,1.0,0.09886702905620022,132.46318092688787,1.0,0.8586570378164899,70.82992369557434,1.5,0.8094377983362704,37.98944217212452,1.0,0.4157501400334535,3.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,Policy 0,dikesnet
33,106.0,192.94266910254407,1.0,0.5831498964682259,172.8729220288724,1.5,0.36294760893639005,297.9373739975915,10,0.1794210148615582,281.7144693434598,10,0.3692885206100364,146.50041288579365,1.0,0.5309136460284197,2.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,Policy 0,dikesnet
34,43.0,69.95681548164114,10,0.9603216496526865,164.16240802783662,10,0.893376981386941,264.16525475232027,1.5,0.6451501086078327,96.61789271883377,1.5,0.4545133506016038,327.5114009629474,10,0.6352517891380324,1.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,Policy 0,dikesnet
35,39.0,303.45310572761304,1.5,0.6909600057547554,199.10789850112104,1.0,0.30292790739452014,332.3561056241708,1.0,0.8522335696433341,273.2261137689116,1.5,0.07831548717151057,253.18674300192197,1.0,0.15675099645623972,2.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,Policy 0,dikesnet
36,69.0,175.77243665143695,1.5,0.8115229457362466,291.28003375124706,1.5,0.8660569475957716,297.37266798892756,1.0,0.8849260983191678,100.28474085147931,1.0,0.08283773669352407,68.19908713375912,10,0.9486821702704905,4.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,Policy 0,dikesnet
37,18.0,87.08183387316868,1.5,0.6600439173366166,168.1718982013096,1.5,0.5587778946561347,296.6424696876177,10,0.22788130899206357,61.71098582366152,1.5,0.875880299655964,165.12979844722767,1.5,0.1935695256808038,3.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,Policy 0,dikesnet
38,94.0,125.07535172510686,10,0.8033607473867108,344.63964335988203,1.0,0.6952312502621719,258.5603070426532,10,0.6746598107587107,113.58404929552506,1.0,0.9127567712101294,273.25377788770106,1.0,0.4703461899771733,1.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,Policy 0,dikesnet
39,83.0,282.4820177414175,1.5,0.05712371570046327,111.42767402576436,10,0.7174044430031249,282.3642913038415,10,0.8907918613940143,272.99152653506536,1.5,0.9858703388808271,82.3018826987342,10,0.7495510029892106,1.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,Policy 0,dikesnet
40,21.0,259.1338629456023,1.0,0.6504470168720288,179.55299501262647,1.0,0.941732707162083,253.164351420069,1.5,0.5674756943457868,267.9747816915557,1.5,0.41689075192096653,96.4086331738195,1.0,0.770093545010838,4.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,Policy 0,dikesnet
41,8.0,339.2942369791099,1.0,0.9147085641383148,333.41414081214344,1.0,0.9814693359130641,139.9720620759028,1.0,0.25207766068524434,138.44490949158455,1.5,0.6151705082313847,261.7233578075715,1.0,0.08412479674240854,3.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,Policy 0,dikesnet
42,123.0,226.23856275355854,1.5,0.7243737133880876,245.63127567679115,1.5,0.23668019624236525,125.68590598772482,1.0,0.4921945288092904,297.1696472572732,1.0,0.7482650330168349,175.42896354039823,10,0.25687306661537734,3.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,Policy 0,dikesnet
43,119.0,281.64396513077645,10,0.9065781302242323,286.343560295407,1.5,0.969770810037955,304.50816486303125,1.5,0.9152719333594939,339.501121126478,10,0.2557260601693391,304.00251877977786,1.0,0.9692518015734545,3.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,Policy 0,dikesnet
44,5.0,206.79942561827698,1.0,0.755747630705791,79.97727043420346,10,0.9875021791973891,251.5600626514315,1.5,0.22183271354867362,348.3531128863715,1.5,0.3886176306493025,335.29021464642346,1.5,0.8629278997813236,1.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,Policy 0,dikesnet
45,118.0,274.68968749919884,1.5,0.3435229122942796,225.89773014986923,1.5,0.3538743718915295,33.89412664556415,10,0.5495076981587895,284.35958607887767,1.0,0.38124974202922796,265.67660867114967,1.5,0.3244071717005696,4.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,Policy 0,dikesnet
46,99.0,158.8283205320108,1.0,0.9800612302432051,142.77596793528733,1.0,0.34356263930310815,260.09984651648983,1.5,0.08510624203219005,188.44235547382124,1.0,0.476309292163695,191.36824473581078,10,0.5732350299020421,4.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,Policy 0,dikesnet
47,49.0,342.3541454178449,10,0.13758096362596656,84.88824095943528,1.5,0.6406718243766677,202.50186657227312,10,0.830834156900834,301.3575060598469,1.0,0.18337592642895403,76.83799312863756,1.0,0.7153492485663363,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,Policy 0,dikesnet
48,27.0,161.65634913604376,1.5,0.7811985212355356,289.52086285593685,10,0.5523648582410761,270.688354535997,1.0,0.30252639568800754,116.88567769636268,1.5,0.8514632279708786,276.9499862745545,10,0.9017242633424561,3.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,Policy 0,dikesnet
49,132.0,293.03447162968575,1.5,0.9542451771333744,239.66177230691983,10,0.5240896495509189,77.73210507594828,10,0.27250376064425785,342.1510313531299,1.5,0.2549989579669895,122.40535890825964,1.5,0.38158775814358237,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,Policy 0,dikesnet
